supplier_id,supplier_name,supplier_type,city,state,contact_person,phone,email,rating,lead_time_days,payment_terms_days,defect_rate_percent,on_time_delivery_percent
167,Saxena-Dass Pvt Ltd,Local Vendor,Jaipur,Rajasthan,Saumya Oommen,5272458149,iverma@boase.biz,4.2,11,45,3.9,93.16
168,Bansal-Om Pvt Ltd,Manufacturer,Coimbatore,Tamil Nadu,Saanvi Narang,3191953782,ebawa@pai.com,3.7,12,45,3.6,92.53
169,"Chada, Mammen and Dash Pvt Ltd",Importer,Kolkata,West Bengal,Wishi Bail,927906887,mannsai@balan.com,3.7,2,15,1.72,87.11
170,"Kibe, Rajagopal and Oak Pvt Ltd",Local Vendor,Mysuru,Karnataka,Aarav Das,1402340515,datefitan@gopal-varma.com,4,14,15,2.08,96.41
171,Rajan PLC Pvt Ltd,Local Vendor,New Delhi,Delhi,Ranbir Tripathi,4663655327,tanay65@andra.org,3.8,2,60,0.56,98
172,"Jhaveri, Rastogi and Setty Pvt Ltd",Distributor,Kolkata,West Bengal,Eta Sami,9880459190,sidhuisaiah@pradhan.com,2.6,13,60,4.46,91.33
173,Konda-Nayak Pvt Ltd,Importer,Lucknow,Uttar Pradesh,Max Shenoy,322654456,vinaya39@lanka.biz,3.4,6,60,1.9,88.02
174,"Kohli, Ramaswamy and Jaggi Pvt Ltd",Importer,Lucknow,Uttar Pradesh,Anay Kalla,9641896109,atharv32@rege.com,2.7,3,60,1.35,94.88
175,Naik-Doctor Pvt Ltd,Importer,Lucknow,Uttar Pradesh,Veer Koshy,3492633843,voradaksha@johal.com,2.7,12,30,4.13,87.52
176,Jaggi LLC Pvt Ltd,Manufacturer,Bhopal,Madhya Pradesh,Yashawini Doctor,8990081553,shethvrishti@raghavan.com,3.3,8,45,3.68,93.93
177,Dutt-Garg Pvt Ltd,Local Vendor,Hyderabad,Telangana,Balvan Sawhney,1518299117,jseth@chaudhari-kala.net,3.8,2,45,1.46,98.93
178,Rao-Bhatti Pvt Ltd,Distributor,Kolkata,West Bengal,Rachita Jaggi,7331910367,doctormugdha@mammen-hayer.info,3.1,4,30,0.44,97.03
179,"Pathak, Goel and Char Pvt Ltd",Importer,Bengaluru,Karnataka,Vasudha Bains,3953643702,orinder95@cherian.com,4.7,11,30,2.73,84.75
180,Pall-Barad Pvt Ltd,Local Vendor,Chennai,Tamil Nadu,Nitara Roy,4121039323,bhardwajmitali@nagarajan.net,2.6,7,30,4.37,92.87
181,Warrior Inc Pvt Ltd,Distributor,Jaipur,Rajasthan,Lucky Prashad,4544571802,falaksarna@nadkarni-kapur.biz,3.3,14,60,4.08,85.45
182,"Muni, Dugar and Bala Pvt Ltd",Local Vendor,Noida,Uttar Pradesh,Devansh Kade,8306259137,dayamaibakshi@badal-sama.com,4.4,14,60,2.31,89.45
183,Brahmbhatt-Dey Pvt Ltd,Distributor,Chennai,Tamil Nadu,Saumya Virk,7569607032,hemal89@deshpande.info,4.7,2,60,3.95,91.87
184,Khatri PLC Pvt Ltd,Importer,Bengaluru,Karnataka,Warjas Lal,438089526,yashvi09@narain.com,2.7,4,45,2.08,91.14
185,"Bhargava, Karan and Palla Pvt Ltd",Distributor,Bhopal,Madhya Pradesh,Yahvi Madan,3414165282,ramanathanishani@issac.com,4.5,7,15,1.93,89.06
186,Taneja-Saxena Pvt Ltd,Local Vendor,Kolkata,West Bengal,Kavya D’Alia,594874082,rayaancheema@bhattacharyya.net,5,7,30,0.22,98.57
187,Om Inc Pvt Ltd,Distributor,Kolkata,West Bengal,Faras Dave,7778860714,eramakrishnan@dhar-singh.info,2.6,9,30,3.44,90.35
188,Gara LLC Pvt Ltd,Manufacturer,Lucknow,Uttar Pradesh,Chandran Saha,250297564,lnarain@sani-raja.com,2.5,5,30,2.51,94.94
189,Dey-Chaudry Pvt Ltd,Manufacturer,Hyderabad,Telangana,Chanakya Mukherjee,9899355571,anamikasule@deshpande.com,4.4,5,45,0.64,86.24
190,"Dube, Jhaveri and Chaudry Pvt Ltd",Manufacturer,Noida,Uttar Pradesh,Gaurangi Ram,7781624991,aviratta@kapoor.com,2.8,9,15,2.88,92.24
191,"Srinivasan, Bhavsar and Dey Pvt Ltd",Local Vendor,Coimbatore,Tamil Nadu,Hardik Bumb,6877230345,arya03@malhotra.com,2.5,7,30,2.61,85.33
192,Chacko-Bora Pvt Ltd,Manufacturer,Mysuru,Karnataka,Gavin Panchal,8550097215,ramomisha@keer-deep.com,4.9,10,15,1.82,90.37
193,"Krishnan, Acharya and Khanna Pvt Ltd",Importer,Indore,Madhya Pradesh,Barkha Sawhney,5749600449,fradochaudry@minhas.info,4.4,7,15,1.62,95.05
194,"Dhar, Bawa and Hari Pvt Ltd",Distributor,Mysuru,Karnataka,Ekanta Patel,2406607224,khalsamekhala@sarin.info,2.6,10,45,3.68,85.12
195,"Palla, Palla and Mohanty Pvt Ltd",Distributor,Jaipur,Rajasthan,Vidhi Lanka,3449282042,qadimmanne@dass.com,4.5,3,60,0.26,85.59
196,Natt-Bhat Pvt Ltd,Importer,New Delhi,Delhi,Harshil Parmar,2833534431,chanchal36@mani.info,4.8,10,60,4.45,91.67
197,"Mandal, Kale and Kapur Pvt Ltd",Distributor,Ahmedabad,Gujarat,Panini Singh,940747832,raagini75@swaminathan.com,3.2,14,15,3.91,87.91
198,Nadig-Dara Pvt Ltd,Local Vendor,Mysuru,Karnataka,Ekavir Kumar,7504783225,omkaarshenoy@chahal-sarkar.com,4.7,13,60,4.04,88.88
199,Ray-Sandal Pvt Ltd,Local Vendor,Coimbatore,Tamil Nadu,Thomas Varughese,9922068654,dadaanmol@varkey-sridhar.com,3.4,14,45,3.63,94.94
200,"Dixit, Wadhwa and Raman Pvt Ltd",Distributor,Mysuru,Karnataka,Zayan Bora,4130895767,udas@deep.biz,3.9,7,15,0.45,93.76
201,Bir Ltd Pvt Ltd,Local Vendor,Surat,Gujarat,Liam Dalal,9376115051,atharvchaudhry@patel.com,2.9,9,45,2.07,94.94
202,"Wason, Roy and Bawa Pvt Ltd",Importer,Kolkata,West Bengal,Anika Sathe,1874519857,zmunshi@varkey-dugal.org,4.1,14,15,0.43,93.35
203,"Agate, Sangha and Kibe Pvt Ltd",Manufacturer,Kolkata,West Bengal,Amaira Ravi,5718935588,priya22@garg.com,2.9,11,60,0.25,83.2
204,"Rajan, Dhingra and Amble Pvt Ltd",Local Vendor,Kolkata,West Bengal,Aayush Balay,5743060999,xalakgole@bal.com,4.9,2,30,3.09,98.89
205,"Kale, Raman and Bera Pvt Ltd",Manufacturer,Kolkata,West Bengal,Max Sathe,7730781110,ulalla@badami.com,3.9,10,45,1.85,93.56
206,Loyal Inc Pvt Ltd,Manufacturer,New Delhi,Delhi,Ikbal Prabhakar,7723944073,nathansekhon@patil-pathak.com,4.3,9,60,4.12,84.1
207,Sankar-Vala Pvt Ltd,Distributor,Surat,Gujarat,Eshana Kale,4229977471,aayushsuresh@nayak-bera.com,5,6,60,0.98,84.42
208,Oza LLC Pvt Ltd,Distributor,Mysuru,Karnataka,Sai Krish,3410215135,qchakraborty@tata.com,4.7,9,15,3.67,99.22
209,D’Alia-Lad Pvt Ltd,Manufacturer,Kolkata,West Bengal,Balhaar Mander,4378714048,kondakashvi@puri.biz,3.9,6,45,3.85,94.67
210,Grewal-Sood Pvt Ltd,Distributor,Coimbatore,Tamil Nadu,Bhavika Cheema,8879914758,snehakrishna@tank.net,2.8,5,30,1.14,90.79
211,Sridhar Inc Pvt Ltd,Local Vendor,Kolkata,West Bengal,Edhitha Singh,9762032074,daksh36@bala.net,4.5,10,30,2.79,83.53
212,Nadkarni and Sons Pvt Ltd,Local Vendor,Surat,Gujarat,Anya Dugal,9739478694,riya60@soman.com,3.8,14,60,3.72,83.31
213,"Madan, Dua and Bora Pvt Ltd",Local Vendor,Kolkata,West Bengal,Rudra Narain,5245787207,balakrishnanvasudha@chadha.info,3.7,10,45,0.66,96.76
214,Singh Ltd Pvt Ltd,Distributor,Hyderabad,Telangana,Theodore Sandhu,623607236,vasudhashukla@som-bhat.info,3.6,2,15,2.38,87.41
215,Thaman-Randhawa Pvt Ltd,Distributor,Coimbatore,Tamil Nadu,Dalaja Dey,387344214,prishavarughese@gour.net,3.4,10,45,3.82,86.46
216,"Ghosh, Kara and Edwin Pvt Ltd",Distributor,Hyderabad,Telangana,Zansi Saxena,8524349513,soodekaja@bala-johal.biz,4.1,11,15,2.31,85
217,"Batra, Brahmbhatt and Sura Pvt Ltd",Distributor,Lucknow,Uttar Pradesh,Bhavini Chaudhuri,8597513358,aadiray@suresh.com,4.1,13,45,3.81,92.03
218,Goyal PLC Pvt Ltd,Manufacturer,Mumbai,Maharashtra,Rushil Pau,2253349552,geramatthew@bava.com,4.9,14,45,2.96,95.65
219,Korpal Group Pvt Ltd,Local Vendor,Bhopal,Madhya Pradesh,Udyati Varughese,7150839587,khatridipta@master.com,4.7,10,45,2.92,87.38
220,"Nath, Pingle and Madan Pvt Ltd",Importer,New Delhi,Delhi,Anamika Kala,7549513364,mannanchakradev@badami.com,3.6,13,15,0.8,89.4
221,"Naik, Sridhar and Chakraborty Pvt Ltd",Importer,Jaipur,Rajasthan,Chandresh Ramakrishnan,732575006,yatan33@sodhi.org,4,7,45,3.33,97.32
222,Shroff and Sons Pvt Ltd,Importer,Bhopal,Madhya Pradesh,Andrew Dash,6268875466,viraj57@sur.com,3.8,3,45,1.16,84.18
223,"Lal, Singh and Toor Pvt Ltd",Distributor,Jaipur,Rajasthan,Laban Dalal,2559712586,sagardaniel@brar.com,2.7,6,60,3.9,89.44
224,"Kaur, Sethi and Agarwal Pvt Ltd",Importer,Coimbatore,Tamil Nadu,Hritik Gupta,5007201699,dpillai@kibe.com,3,4,60,4.48,90.31
225,Parsa Group Pvt Ltd,Manufacturer,Surat,Gujarat,Ekani Sandal,4996127979,viraj71@chahal.com,2.7,8,60,4.35,85.83
226,"Dar, Dora and Kashyap Pvt Ltd",Manufacturer,Kolkata,West Bengal,Atharv Parmar,5296150017,xchandran@balan.com,3.2,11,60,1.36,82.15
227,Apte-Bhavsar Pvt Ltd,Distributor,Mysuru,Karnataka,Ishita Trivedi,9100747652,vincent83@acharya.com,4.7,13,45,3.46,88.51
228,Master-Bali Pvt Ltd,Distributor,Bhopal,Madhya Pradesh,Hitesh Hans,9449994901,xwali@shankar.info,3.4,6,15,1.8,90.02
229,"Deshmukh, Nazareth and Narayanan Pvt Ltd",Manufacturer,Hyderabad,Telangana,Rehaan Sidhu,6643320037,ekapadreddy@murthy.com,2.8,3,60,1.74,99.56
230,"Srinivas, Ravi and Som Pvt Ltd",Distributor,Hyderabad,Telangana,Yahvi Dhingra,9421946856,choudhrymekhala@kadakia.com,3,10,60,2.3,82.81
231,Barad-Som Pvt Ltd,Local Vendor,Coimbatore,Tamil Nadu,Rehaan Goda,3444952508,vedantdhaliwal@mand.biz,3.8,4,30,1.54,92.91
232,"Sankar, Shroff and Mangal Pvt Ltd",Importer,Coimbatore,Tamil Nadu,Matthew Bhatia,9368279336,maanasmuni@bhasin.com,4,10,60,3.22,87.34
233,Taneja-Srivastava Pvt Ltd,Importer,Pune,Maharashtra,Jagdish Peri,5980206563,harrisonsagar@sridhar.net,4.2,8,45,3.61,94.91
234,"Hari, Mukherjee and Hans Pvt Ltd",Local Vendor,Nagpur,Maharashtra,Nathaniel Tandon,5922790213,tanvisom@swamy.com,3.2,12,30,3.27,92.39
235,"Shenoy, Natarajan and Anand Pvt Ltd",Distributor,Coimbatore,Tamil Nadu,Nathaniel Chand,5866476316,narainrushil@dhawan.biz,4.6,5,15,2.62,94.47
236,Wadhwa Group Pvt Ltd,Local Vendor,New Delhi,Delhi,Gautam Wason,9813351817,ira11@andra.info,3.3,4,60,3.14,89.3
237,"Keer, Luthra and Gera Pvt Ltd",Manufacturer,Noida,Uttar Pradesh,Balendra Sani,904148392,dhillonyahvi@chadha.com,4.3,10,30,2.57,99.77
238,Sachar-Shroff Pvt Ltd,Importer,Jaipur,Rajasthan,Benjamin Shukla,7559043283,aahanachokshi@bhargava.com,4.9,9,45,2.5,94.03
239,Patel Group Pvt Ltd,Distributor,Surat,Gujarat,Viraj Nayak,2225725350,champakarya@badal-ramanathan.com,4.9,6,45,1.09,99.32
240,"Aurora, Acharya and Dugar Pvt Ltd",Distributor,Surat,Gujarat,Nirja Dave,7146406218,xkala@nanda.biz,4.2,9,45,2.21,91.98
241,Ganguly PLC Pvt Ltd,Manufacturer,Surat,Gujarat,Tejas Patla,3728230931,sathvikkulkarni@madan.org,3.9,10,60,4.04,89.02
242,Badal-Konda Pvt Ltd,Importer,Kolkata,West Bengal,Odika Menon,813414298,divanchaman@mander.com,2.6,13,15,1.62,89.87
243,Dara and Sons Pvt Ltd,Distributor,Surat,Gujarat,Oscar Warrior,6703916972,shettyzinal@chakrabarti.com,3,10,45,4.21,94.39
244,"Hegde, Kar and Boase Pvt Ltd",Distributor,Chennai,Tamil Nadu,Qarin Mohanty,1540800556,uvenkatesh@dass.com,3.1,12,30,2.91,82.93
245,Sundaram-Hora Pvt Ltd,Local Vendor,Indore,Madhya Pradesh,Nathaniel Grewal,5005950067,chadayatan@upadhyay.net,2.8,14,30,0.12,91.8
246,Lad-Virk Pvt Ltd,Local Vendor,Coimbatore,Tamil Nadu,Robert Pandey,9991542073,borraadya@divan.org,3.7,5,45,1.51,93.5
247,Mander PLC Pvt Ltd,Manufacturer,Bengaluru,Karnataka,Logan Jhaveri,7624669434,trivedikrish@bhagat-khanna.com,4.8,4,60,3.98,85.13
248,Mishra Group Pvt Ltd,Local Vendor,Pune,Maharashtra,Waida Vala,7076275576,dalbirsaran@bhalla.com,3,13,45,3.96,82.16
249,Gupta-Pillay Pvt Ltd,Importer,Lucknow,Uttar Pradesh,Peter Prabhakar,8457606543,nnarayan@shetty.org,3.2,12,60,4.01,84.39
250,Chhabra-Keer Pvt Ltd,Importer,Hyderabad,Telangana,Falak Konda,358893007,hnarain@buch.com,3,3,45,0.81,90.17
251,Iyengar-Borah Pvt Ltd,Manufacturer,Ahmedabad,Gujarat,Arunima Shanker,7617919284,yogidayita@shan.biz,4.3,14,45,2.6,95.48
252,Parmer PLC Pvt Ltd,Local Vendor,Coimbatore,Tamil Nadu,Nandini Gokhale,9347953270,owen16@ranganathan-ramakrishnan.com,3.8,3,60,3.04,85.29
253,Kumer LLC Pvt Ltd,Importer,Coimbatore,Tamil Nadu,Darika Ghosh,9004684261,baralanjali@chana-sagar.biz,4.8,2,45,1.79,89.95
254,Mistry Inc Pvt Ltd,Importer,Surat,Gujarat,Abhiram Bhatia,3784532437,agatedaniel@buch-chaudhuri.com,4,11,15,1.25,88.4
255,"Atwal, Bhargava and Kalla Pvt Ltd",Manufacturer,New Delhi,Delhi,Udyati Subramaniam,5119045346,hnatt@yohannan.com,3.7,4,60,3.12,98.43
256,"Bobal, Sachar and Kashyap Pvt Ltd",Importer,Ahmedabad,Gujarat,Ethan Puri,5699554642,kiaannatt@dubey.info,3.4,5,30,4.31,90.51
257,"Dube, Misra and Bhatia Pvt Ltd",Local Vendor,Jaipur,Rajasthan,Simon Kaur,5534989794,mganguly@bora.com,4.3,9,30,3.45,94.11
258,"Sunder, Chopra and Sama Pvt Ltd",Local Vendor,Lucknow,Uttar Pradesh,Isha Char,7739535211,yahvimitra@bhatia.net,3.8,7,15,4.14,84
259,"Yadav, Ray and Buch Pvt Ltd",Distributor,Hyderabad,Telangana,Rehaan Gade,5307371326,gadeyagnesh@rao.com,2.9,10,60,0.61,85.66
260,"Vala, Dhar and Sandhu Pvt Ltd",Manufacturer,Noida,Uttar Pradesh,Lekha Shanker,5612142846,mittalindira@raja-oza.com,4.7,9,15,2.1,91.14
261,Oza Inc Pvt Ltd,Local Vendor,Jaipur,Rajasthan,Qushi Verma,4613429703,qbiswas@khanna-din.biz,4.2,6,15,1.84,96.53
262,Murthy-Ahluwalia Pvt Ltd,Manufacturer,New Delhi,Delhi,Omisha Nath,5124547076,suledipta@ganesh.com,3.6,13,15,2.48,83.07
263,Rama-Shetty Pvt Ltd,Manufacturer,Mysuru,Karnataka,Tara Muni,9520052013,ydave@mangat.biz,3.2,4,30,3.47,99.41
264,Nagy Inc Pvt Ltd,Local Vendor,Indore,Madhya Pradesh,Ria Date,3099310475,tarak79@prasad-bhardwaj.com,3.6,8,60,0.45,99.16
265,"Bala, Keer and Nagar Pvt Ltd",Importer,Hyderabad,Telangana,Zaid Raj,9502210518,rachit74@bakshi.biz,2.8,10,60,2.43,94.96
266,Grover PLC Pvt Ltd,Manufacturer,New Delhi,Delhi,Dev Menon,5141210910,dseth@kaur.com,4.9,9,60,2.44,96.66
267,"Sarma, Srinivas and Ramakrishnan Pvt Ltd",Importer,New Delhi,Delhi,Jagrati Kothari,9734326803,geetika19@gala-bansal.com,2.9,5,15,0.24,93.75
268,Bhardwaj-Devan Pvt Ltd,Distributor,Lucknow,Uttar Pradesh,Chaitanya Kadakia,6939226851,kvarkey@atwal.com,3,3,15,2.06,93.96
269,Nanda-Gola Pvt Ltd,Manufacturer,Mumbai,Maharashtra,Frado Bava,1680447855,xbala@mall.com,3.5,5,30,3.42,95.81
270,Oak-Ratta Pvt Ltd,Distributor,Coimbatore,Tamil Nadu,Zinal Butala,5048932949,raksha31@khurana.net,4.5,13,45,2.64,95.75
271,Comar-Keer Pvt Ltd,Importer,Kolkata,West Bengal,Chatresh Panchal,9559275404,irattan@jani-sunder.com,4.7,12,30,1.92,86.9
272,"Balan, Nazareth and Singh Pvt Ltd",Local Vendor,Hyderabad,Telangana,Chaaya Balasubramanian,3073232999,ijaya30@agrawal.com,3.9,2,45,4.24,93.95
273,Pandit-Solanki Pvt Ltd,Local Vendor,Hyderabad,Telangana,Teerth Khare,2616917435,bhattacharyyadevika@barad-sachar.org,3.5,6,60,0.91,91.58
274,Pathak Group Pvt Ltd,Importer,New Delhi,Delhi,Faras Viswanathan,8619090324,cbadami@mohan-balay.com,4.6,4,60,4.12,92.01
275,"Kara, Dhingra and Kibe Pvt Ltd",Local Vendor,Bhopal,Madhya Pradesh,Pratyush Keer,1085459663,chadhawahab@bawa.com,3.1,5,45,2.95,98.42
276,Bhandari Inc Pvt Ltd,Distributor,Kolkata,West Bengal,Chanakya Baria,4276281814,korpalneel@amble.org,2.6,8,15,3.94,85.35
277,"Dada, Chada and Mallick Pvt Ltd",Local Vendor,Lucknow,Uttar Pradesh,Aarnav Bail,4286531003,yhora@dhingra.com,3,7,45,4.31,82.27
278,"Butala, Goda and Saha Pvt Ltd",Local Vendor,New Delhi,Delhi,Gayathri Thakkar,3633936854,sroy@sunder.info,4.8,13,30,1.85,86.26
279,Brar-Samra Pvt Ltd,Local Vendor,Kolkata,West Bengal,Tarak Bhavsar,9045678865,ekanta54@setty.com,3.7,12,45,1.46,88.4
280,Rajagopalan Group Pvt Ltd,Manufacturer,Jaipur,Rajasthan,Bina Gade,6651055716,vaggarwal@nadig-chandran.biz,4.5,13,60,3.45,87.7
281,"Prabhu, Grewal and Bora Pvt Ltd",Importer,New Delhi,Delhi,Gaurav Anand,7062807987,anandgirik@tak.com,3.5,11,30,3.36,82.29
282,"Gaba, Garg and Buch Pvt Ltd",Importer,Hyderabad,Telangana,Faqid Mohan,9587069431,alexanderchowdhury@rana-sachar.org,2.9,7,30,1.77,96.83
283,Kurian-Chakraborty Pvt Ltd,Importer,Jaipur,Rajasthan,Gunbir Khatri,9348553811,atharvkalla@chacko-gaba.info,4.4,9,60,2.13,95.04
284,Koshy LLC Pvt Ltd,Distributor,Kolkata,West Bengal,Chakrika Tak,3177027265,cgera@mandal.com,4.3,9,30,4.13,91.65
285,Chakrabarti Ltd Pvt Ltd,Manufacturer,Nagpur,Maharashtra,Tanvi Gala,1960803644,fdixit@kothari.com,4.6,3,15,3.46,89.34
286,"Prabhakar, Naidu and Kala Pvt Ltd",Distributor,New Delhi,Delhi,Jonathan Chad,45261422,narangzashil@ramanathan.com,2.5,10,60,1.74,93
287,Mane PLC Pvt Ltd,Local Vendor,Noida,Uttar Pradesh,Yuvraj Sama,4159003909,jgokhale@bassi.org,2.5,10,60,0.15,91.42
288,Loke Ltd Pvt Ltd,Manufacturer,Surat,Gujarat,Gautami Parsa,2571172738,ladlibala@sathe-taneja.org,3.8,13,60,3.65,98.19
289,Thakur-Rao Pvt Ltd,Distributor,Bengaluru,Karnataka,Umang Swamy,6674579138,ganga44@bala.info,3.1,11,45,3.69,86.76
290,Brahmbhatt and Sons Pvt Ltd,Importer,Bhopal,Madhya Pradesh,Lavanya Parmar,7406055927,yahvimani@chad-varkey.info,4.9,9,30,4.46,86.02
291,"Dave, Narasimhan and Sahota Pvt Ltd",Manufacturer,Bengaluru,Karnataka,Siya Keer,1354638685,hemang99@pai.com,3.5,8,60,0.35,82.17
292,Shukla-Mahajan Pvt Ltd,Local Vendor,Chennai,Tamil Nadu,Tripti Gala,1553024420,bmurty@natt-agarwal.com,4.6,12,45,2.59,97.27
293,Bhatnagar-Bhakta Pvt Ltd,Distributor,Bengaluru,Karnataka,Udant Suresh,6268090855,bahritamanna@krishnan.com,3,13,60,1.29,98.45
294,"Soman, Mohan and Kara Pvt Ltd",Distributor,Ahmedabad,Gujarat,Tripti Minhas,4621647507,gverma@upadhyay.org,4.8,7,15,4.33,92.45
295,Pradhan-Bora Pvt Ltd,Importer,Bhopal,Madhya Pradesh,Gunbir Mane,2546618811,lekha66@chana-seth.com,2.9,5,60,3.08,91.62
296,Morar-Pathak Pvt Ltd,Manufacturer,Bhopal,Madhya Pradesh,Yutika Srinivas,898795402,janaki01@suri-mangat.com,3.8,7,15,0.53,86.13
297,Sodhi-Chahal Pvt Ltd,Local Vendor,Mysuru,Karnataka,Hamsini Sachdeva,4059517629,sneha44@wali-kakar.org,4.9,7,15,2.89,95.95
298,"Sarkar, Biswas and Goswami Pvt Ltd",Distributor,Jaipur,Rajasthan,Triveni Das,501349227,priya34@bhargava-srinivasan.com,3.4,8,60,0.92,92.43
299,"Varty, Mahal and Barman Pvt Ltd",Importer,Bhopal,Madhya Pradesh,Zaitra Varughese,1415816126,ygola@kothari.com,4.5,13,15,0.46,84.75
300,"Chad, Madan and Desai Pvt Ltd",Importer,Coimbatore,Tamil Nadu,Liam Grewal,8360921962,sanaya42@ratti-ganguly.com,3.4,3,15,4.25,89.92
301,Sama PLC Pvt Ltd,Distributor,Ahmedabad,Gujarat,Shivansh Parmar,418932227,ria82@sachar.com,2.7,8,60,2.55,91.12
302,Doctor PLC Pvt Ltd,Manufacturer,Bengaluru,Karnataka,Vamakshi Saraf,5774605475,lopa76@gola.com,3.4,3,45,3.9,82.22
303,Hayre-Anand Pvt Ltd,Manufacturer,Indore,Madhya Pradesh,Dalaja Nagy,6446382903,unni85@dugar.com,4.3,10,30,2.62,85.02
304,"Grover, Ravel and Nadig Pvt Ltd",Distributor,Bhopal,Madhya Pradesh,Riya Sheth,8685166428,eparsa@kaur-issac.com,3.2,6,60,0.74,84.98
305,"Sethi, Nayar and Kurian Pvt Ltd",Importer,Surat,Gujarat,Gaurang Bava,7265722296,goswamiunnati@dhawan.com,3.7,3,45,1.21,86.39
306,Prasad Ltd Pvt Ltd,Local Vendor,Jaipur,Rajasthan,Ubika Kalla,5189694870,oscar69@singhal.org,2.8,6,15,4.27,87.91
307,Uppal Ltd Pvt Ltd,Importer,Noida,Uttar Pradesh,Frederick Sama,5739579934,bordeekbal@chakrabarti.com,3.6,8,30,1.42,92.74
308,Dewan-Bava Pvt Ltd,Importer,New Delhi,Delhi,Maya Kala,9364813530,zsekhon@anne.biz,2.9,8,45,1.38,94.37
310,"Sankaran, Gokhale and Natarajan Pvt Ltd",Manufacturer,New Delhi,Delhi,Isaiah Bassi,8466452425,ojasvi58@sem.com,4.9,9,30,2.03,87.19
311,"Puri, Mander and Dara Pvt Ltd",Local Vendor,Mysuru,Karnataka,Nisha Chadha,7861908374,mukhopadhyayfariq@palla-talwar.com,2.8,6,30,1.21,84.74
312,Barman-Dutta Pvt Ltd,Manufacturer,Indore,Madhya Pradesh,Balhaar Mangal,1827881925,deshpandearyan@kaur.biz,3.6,11,60,2.66,91.51
313,"Dyal, Kannan and Bassi Pvt Ltd",Importer,Bhopal,Madhya Pradesh,Harrison Lata,9102708039,evora@chana.com,4.3,14,15,0.58,86.42
314,"Khare, Andra and Raja Pvt Ltd",Manufacturer,Kolkata,West Bengal,Vanya Kibe,2790315269,dalalavi@deo.com,3.9,12,60,4.35,87.9
315,Mandal Inc Pvt Ltd,Manufacturer,Bhopal,Madhya Pradesh,Ucchal Sachdev,540155934,ikshitasingh@raghavan.com,2.7,5,30,2.06,88.96
316,"Tella, Batra and Das Pvt Ltd",Importer,Lucknow,Uttar Pradesh,Ladli Dar,8483870686,chasmum42@goyal.com,5,9,15,1.4,98.39
317,Trivedi-Sagar Pvt Ltd,Distributor,Bengaluru,Karnataka,Finn Srinivas,6643395527,dipta57@menon-merchant.biz,3.4,7,60,3.55,91.28
318,"Wadhwa, Narayan and Rajagopal Pvt Ltd",Manufacturer,Kolkata,West Bengal,Azad Sarkar,4782770433,bahrigaurika@sen.biz,3.6,13,60,1.5,87.34
319,Koshy and Sons Pvt Ltd,Importer,Bengaluru,Karnataka,Pahal Nair,1802980853,zmagar@pai-manne.biz,4.1,12,30,4.19,95.18
320,Palla-Wable Pvt Ltd,Distributor,Hyderabad,Telangana,Viraj Chada,6209129965,radhika43@yohannan.com,3.3,8,60,1.12,89.21
321,Prashad PLC Pvt Ltd,Local Vendor,Chennai,Tamil Nadu,Xalak Rana,5837077729,oommentimothy@bava-grewal.info,3.5,13,30,2.08,89.65
322,Parekh-Chowdhury Pvt Ltd,Distributor,Nagpur,Maharashtra,Amol Dash,267621383,amruta53@borra-khalsa.com,3,14,15,2.64,96.23
323,"Padmanabhan, Gandhi and Chaudhry Pvt Ltd",Importer,Hyderabad,Telangana,Oni Rajagopalan,2323164865,mason84@bhatnagar-balasubramanian.com,3.3,9,15,1.25,97.35
324,"Oak, Nanda and Kant Pvt Ltd",Local Vendor,Hyderabad,Telangana,Lipika Madan,2386391937,gchar@menon.com,4,11,15,1.63,97.05
325,Nazareth Group Pvt Ltd,Importer,Lucknow,Uttar Pradesh,Yashasvi Bansal,9700775658,ngoda@prasad-bhatti.net,4.8,11,15,3.06,87.57
326,"Ramanathan, Bora and Sant Pvt Ltd",Manufacturer,New Delhi,Delhi,Inaya Iyer,1638785990,tripathigirish@kaul.com,3,13,30,2.35,89.44
327,Korpal and Sons Pvt Ltd,Local Vendor,Coimbatore,Tamil Nadu,Niharika Nadig,5668320708,zehaan83@mander.com,3,12,30,2.54,90.72
328,Vohra Group Pvt Ltd,Importer,Chennai,Tamil Nadu,Abdul Batra,3036352122,mason78@chakraborty.com,4.6,11,15,3.91,98.94
329,Reddy-Chadha Pvt Ltd,Distributor,Jaipur,Rajasthan,Aayush Mahal,9302424640,jbhasin@sarma-sehgal.com,4.5,10,60,1.9,90.75
330,Karan and Sons Pvt Ltd,Distributor,Jaipur,Rajasthan,Zinal Sawhney,3293846157,bhasinomya@bhalla.com,2.7,2,30,1.39,86.89
331,"Das, Shetty and Vig Pvt Ltd",Distributor,Hyderabad,Telangana,Ojasvi Wagle,6309388025,nimrat94@rajagopalan.net,4.5,11,60,2.52,84.02
332,Bhargava Group Pvt Ltd,Importer,Mysuru,Karnataka,Ekani Wable,1387357849,isaackapoor@johal-natarajan.net,3.9,14,15,3.44,89.86
333,Dara-Mishra Pvt Ltd,Manufacturer,New Delhi,Delhi,Tamanna Chandra,8336020476,duttaekanta@kanda-choudhury.com,4.3,12,30,1.41,99.79
334,"Nath, Wable and Lalla Pvt Ltd",Importer,Jaipur,Rajasthan,Frado Roy,2252109058,nachiketpatla@prabhu-sagar.com,4.7,3,60,3.91,84.09
